user_id,card_number,expiry_date,cvv,same_billing_shipping,ip_risk_score,label,browser_Chrome,browser_Edge,browser_Firefox,browser_Safari,device_type_Desktop,device_type_Mobile,device_type_Tablet,time_of_day_Afternoon,time_of_day_Evening,time_of_day_Morning,time_of_day_Night
U0591,6578265960893194,10/27,5027,1,0.22,0,0,1,0,0,0,0,1,0,1,0,0
U0592,4516480727910336,06/32,829,1,0.76,1,0,1,0,0,1,0,0,0,0,1,0
U0593,6011533905504480,06/27,776,0,0.23,0,1,0,0,0,1,0,0,0,0,0,1
U0594,6558685127652890,01/28,664,0,0.93,1,1,0,0,0,0,1,0,0,0,1,0
U0595,4491111096179810,11/32,904,1,0.15,0,0,0,1,0,0,1,0,0,1,0,0
U0596,6011378613715766,01/32,538,1,0.12,0,0,1,0,0,1,0,0,0,0,0,1
U0597,4446306000258955295,08/32,863,1,0.98,1,1,0,0,0,0,0,1,0,0,1,0
U0598,3509626265826315,06/27,196,1,0.26,0,0,1,0,0,0,1,0,1,0,0,0
U0599,4825311060920986,08/26,602,1,0.09,0,1,0,0,0,1,0,0,0,1,0,0
U0600,30523343836404,12/29,209,1,0.17,0,0,0,1,0,0,1,0,0,0,1,0
U0601,5479112442117531,12/31,706,0,0.16,0,0,1,0,0,0,1,0,0,0,0,1
U0602,2513665722402993,11/25,557,1,0.81,1,0,0,0,1,0,1,0,0,1,0,0
U0603,3528413908088232,07/31,305,1,0.91,1,0,0,1,0,0,1,0,0,0,0,1
U0604,4124473158477689,02/32,423,1,0.14,0,0,1,0,0,0,0,1,0,1,0,0
U0605,4619942376769459,02/27,663,0,0.92,1,0,1,0,0,0,0,1,0,0,0,1
U0606,3551720849649850,01/32,125,1,0.06,0,0,1,0,0,0,1,0,1,0,0,0
U0607,6011531355251057,06/25,537,0,0.13,0,0,1,0,0,0,0,1,0,0,1,0
U0608,3538164938318499,07/26,665,1,0.79,1,1,0,0,0,0,1,0,1,0,0,0
U0609,343077046117291,11/30,639,0,0.02,0,0,0,1,0,0,1,0,1,0,0,0
U0610,570907426086,04/34,501,1,0.92,1,0,0,1,0,0,1,0,0,0,1,0
U0611,30164455618577,02/26,477,1,0.1,0,0,0,0,1,1,0,0,0,0,1,0
U0612,4591030021563212,07/28,580,0,0.17,0,0,1,0,0,0,1,0,0,0,1,0
U0613,3540104145964228,03/35,125,1,0.2,0,0,0,0,1,0,0,1,0,0,0,1
U0614,4718839774573147,05/30,158,0,0.11,0,0,0,1,0,0,1,0,0,1,0,0
U0615,4117030376378,01/27,3988,0,0.19,0,0,0,1,0,0,1,0,0,0,0,1
U0616,377281235679835,02/32,146,0,0.72,1,0,0,1,0,1,0,0,0,0,1,0
U0617,4912711307240789,12/32,4181,1,0.9,1,0,0,1,0,0,0,1,0,0,0,1
U0618,373268685074512,02/26,663,1,0.97,1,0,0,1,0,0,0,1,0,0,0,1
U0619,4629489786103131005,01/35,318,1,0.75,1,1,0,0,0,1,0,0,0,1,0,0
U0620,2253966613473232,03/31,494,1,0.28,0,1,0,0,0,1,0,0,0,1,0,0
U0621,3512897432512253,01/33,076,1,0.73,1,1,0,0,0,0,1,0,1,0,0,0
U0622,342412095790733,05/33,009,0,0.23,0,1,0,0,0,1,0,0,0,0,1,0
U0623,4388221145775843,07/33,570,0,0.73,1,0,0,0,1,0,1,0,0,1,0,0
U0624,375897148026327,05/31,039,0,0.22,0,0,0,0,1,0,0,1,0,1,0,0
U0625,3553136148782458,12/30,964,0,0.86,1,0,1,0,0,1,0,0,1,0,0,0
U0626,4098591679541072720,03/34,982,1,0.26,0,0,0,1,0,0,1,0,0,0,0,1
U0627,4414070349107406501,02/26,254,1,0.86,1,0,1,0,0,0,0,1,0,1,0,0
U0628,213114236914307,05/33,3666,1,0.89,1,0,0,0,1,0,0,1,0,0,1,0
U0629,2254942965923420,05/32,344,1,0.84,1,0,1,0,0,1,0,0,0,0,0,1
U0630,2269782661287586,05/31,567,1,0.11,0,0,0,1,0,1,0,0,0,0,1,0
U0631,6570806129439854,06/27,894,0,0.7,1,0,1,0,0,0,1,0,0,0,1,0
U0632,639062607879,03/26,041,1,0.16,0,0,0,0,1,0,1,0,0,0,1,0
U0633,344975019803822,11/34,723,0,0.23,0,0,0,1,0,0,0,1,0,1,0,0
U0634,4440793110291812,07/29,170,0,0.86,1,0,1,0,0,0,1,0,0,0,0,1
U0635,180060146723842,10/32,916,1,0.07,0,0,0,0,1,0,1,0,0,1,0,0
U0636,4223288377441971,07/31,466,1,0.02,0,0,1,0,0,0,0,1,0,0,1,0
U0637,3576620471960941,11/25,970,1,0.89,1,0,0,1,0,0,1,0,0,1,0,0
U0638,347740258835860,01/34,225,0,0.05,0,0,0,1,0,1,0,0,0,0,0,1
U0639,4724461767929889,09/29,599,1,0.08,0,0,0,0,1,1,0,0,0,0,1,0
U0640,371002311775339,02/27,661,0,0.75,1,1,0,0,0,1,0,0,1,0,0,0
U0641,676241017596,10/25,517,1,0.08,0,0,0,0,1,0,0,1,1,0,0,0
U0642,6011983347743321,09/32,319,0,0.03,0,1,0,0,0,0,1,0,0,1,0,0
U0643,676313020569,12/34,152,1,0.13,0,0,0,0,1,0,1,0,0,0,0,1
U0644,4339785598217669,07/26,128,0,0.1,0,0,1,0,0,1,0,0,0,0,1,0
U0645,4173098503446512417,05/34,389,1,0.72,1,0,0,0,1,1,0,0,0,1,0,0
U0646,180069081974005,01/31,435,1,0.95,1,1,0,0,0,1,0,0,0,1,0,0
U0647,503838503715,11/34,051,1,0.23,0,0,0,0,1,1,0,0,1,0,0,0
U0648,6011872401078353,08/32,430,0,0.84,1,1,0,0,0,0,0,1,0,1,0,0
U0649,501838960877,03/26,626,1,0.82,1,0,0,1,0,0,1,0,0,1,0,0
U0650,3582171955356034,03/29,903,0,0.22,0,1,0,0,0,0,1,0,0,0,0,1
U0651,6011030102724052,04/31,342,1,0.06,0,1,0,0,0,0,0,1,0,1,0,0
U0652,3571114837537457,09/34,384,0,0.77,1,0,0,0,1,0,1,0,1,0,0,0
U0653,340569741328341,09/34,152,0,0.94,1,1,0,0,0,0,1,0,0,1,0,0
U0654,567710704493,11/31,104,0,0.29,0,0,0,0,1,0,0,1,0,1,0,0
U0655,3570667033626805,06/30,850,1,0.23,0,0,1,0,0,1,0,0,0,0,0,1
U0656,3549305966018645,05/34,699,0,0.91,1,0,0,1,0,0,0,1,1,0,0,0
U0657,180026732044133,07/34,596,0,0.81,1,0,1,0,0,0,0,1,1,0,0,0
U0658,676245449019,07/30,542,0,0.15,0,0,0,1,0,0,0,1,0,0,1,0
U0659,38070705783602,02/35,498,1,0.92,1,1,0,0,0,0,0,1,0,0,0,1
U0660,347244472322904,04/29,028,1,0.22,0,0,0,1,0,1,0,0,0,0,0,1
U0661,30508304405802,04/29,1187,1,0.17,0,0,0,0,1,1,0,0,0,1,0,0
U0662,2613359561642054,06/31,6574,1,0.1,0,0,0,0,1,0,1,0,0,1,0,0
U0663,3525042901935884,03/35,536,0,0.16,0,0,0,0,1,0,1,0,0,0,1,0
U0664,3526113989868187,03/26,788,1,0.14,0,0,0,0,1,0,0,1,0,1,0,0
U0665,30543943535370,08/30,137,0,0.89,1,0,0,1,0,0,0,1,0,1,0,0
U0666,3551588157937633,12/34,836,1,0.22,0,0,0,0,1,1,0,0,0,0,0,1
U0667,4944551166829732,05/28,021,0,0.18,0,0,0,1,0,0,1,0,0,0,1,0
U0668,6587120602128864,06/32,2683,0,0.73,1,1,0,0,0,1,0,0,0,1,0,0
U0669,3515599910157679,09/32,722,0,0.96,1,0,1,0,0,1,0,0,0,0,0,1
U0670,3520995765728940,12/26,475,0,0.73,1,0,0,0,1,0,0,1,0,0,0,1
U0671,676288986455,11/31,2203,1,0.71,1,0,1,0,0,0,0,1,1,0,0,0
U0672,6599515421447732,03/28,491,0,0.28,0,0,1,0,0,0,0,1,0,0,0,1
U0673,4213882090884,08/28,705,0,0.84,1,1,0,0,0,0,1,0,0,0,0,1
U0674,4967827411766,09/33,124,1,0.94,1,1,0,0,0,0,0,1,0,0,1,0
U0675,3551315285478151,12/25,185,0,0.22,0,0,0,1,0,1,0,0,0,1,0,0
U0676,4032963347272,06/28,742,0,0.73,1,0,1,0,0,0,0,1,0,0,0,1
U0677,4830617893207,05/32,496,0,0.76,1,0,1,0,0,0,0,1,0,1,0,0
U0678,4578243477695878,04/30,314,1,0.22,0,0,0,1,0,0,0,1,0,0,0,1
U0679,6553612751562778,04/32,304,1,0.26,0,0,1,0,0,1,0,0,0,0,0,1
U0680,4608545667664047358,01/26,763,1,0.9,1,0,0,0,1,0,1,0,0,0,1,0
U0681,3583199529800616,12/30,8108,1,0.95,1,0,0,0,1,0,0,1,0,0,0,1
U0682,4832863425569,12/28,300,1,0.18,0,0,1,0,0,0,1,0,0,0,1,0
U0683,639081867025,02/30,033,1,0.29,0,0,0,0,1,0,1,0,1,0,0,0
U0684,571662411180,05/32,089,0,0.99,1,1,0,0,0,0,0,1,0,1,0,0
U0685,4963945680447318,10/29,976,1,0.7,1,0,1,0,0,1,0,0,0,0,1,0
U0686,4136847488360765814,12/32,906,0,0.93,1,0,0,1,0,0,0,1,0,1,0,0
U0687,4579145211826,10/28,931,0,0.01,0,0,0,1,0,1,0,0,0,1,0,0
U0688,4978930746452059,12/34,604,1,0.11,0,0,1,0,0,1,0,0,0,0,1,0
U0689,3587875357788116,07/32,162,1,0.03,0,0,0,0,1,0,0,1,0,1,0,0
U0690,503881237104,07/32,287,0,0.22,0,0,0,0,1,1,0,0,0,0,0,1
U0691,4604164485959221,03/30,395,0,0.88,1,0,0,1,0,1,0,0,0,0,0,1
U0692,180077352287056,05/32,271,0,0.23,0,0,0,1,0,0,1,0,0,0,0,1
U0693,573318751092,04/33,215,1,0.98,1,1,0,0,0,1,0,0,1,0,0,0
U0694,4503446945964889,09/28,921,1,0.02,0,1,0,0,0,0,1,0,0,1,0,0
U0695,3542491289659997,01/30,973,1,0.15,0,0,1,0,0,1,0,0,1,0,0,0
U0696,4331922270510289,10/32,754,1,0.99,1,1,0,0,0,1,0,0,0,0,0,1
U0697,213138666754859,04/34,932,1,0.94,1,0,1,0,0,1,0,0,0,0,1,0
U0698,4268774186520572,03/31,639,0,0.84,1,1,0,0,0,0,0,1,0,0,0,1
U0699,213165203758309,04/35,515,1,0.73,1,0,0,0,1,0,0,1,0,1,0,0
U0700,4940476044090797727,05/33,810,0,0.84,1,0,1,0,0,0,1,0,0,0,0,1
U0701,349222161070511,07/34,390,0,0.17,0,0,1,0,0,1,0,0,1,0,0,0
U0702,372958066013821,11/29,270,1,0.93,1,0,0,1,0,0,0,1,1,0,0,0
U0703,4862044851579197115,11/26,125,0,0.9,1,0,0,0,1,0,1,0,0,0,1,0
U0704,3520357134324069,03/30,429,0,0.1,0,1,0,0,0,0,1,0,0,1,0,0
U0705,373343244741750,02/35,5872,1,0.18,0,0,0,0,1,0,0,1,0,1,0,0
U0706,676262893651,03/30,588,1,0.71,1,0,1,0,0,1,0,0,0,0,1,0
U0707,3518343740182723,03/33,559,0,0.23,0,1,0,0,0,1,0,0,1,0,0,0
U0708,6011515026755125,05/31,278,0,0.28,0,0,1,0,0,0,1,0,1,0,0,0
U0709,4797996673459572,02/32,038,1,0.21,0,1,0,0,0,0,1,0,0,0,0,1
U0710,2364969028249839,12/34,250,1,0.71,1,0,1,0,0,0,0,1,0,1,0,0
U0711,2262576270232448,09/26,336,0,0.86,1,0,0,1,0,0,0,1,0,0,0,1
U0712,2242850725178638,05/33,673,0,0.21,0,1,0,0,0,0,1,0,1,0,0,0
U0713,2292526546968154,08/33,903,1,0.75,1,0,0,1,0,1,0,0,0,0,1,0
U0714,3535558099613270,06/28,346,0,0.14,0,1,0,0,0,1,0,0,0,0,0,1
U0715,2276262446704628,01/28,817,1,0.9,1,0,0,1,0,1,0,0,1,0,0,0
U0716,2281602529867078,02/32,046,1,0.96,1,0,0,0,1,1,0,0,0,0,0,1
U0717,4978575851268612052,09/29,897,0,0.27,0,0,0,0,1,0,0,1,1,0,0,0
U0718,6011740177509549,07/32,4084,0,0.76,1,0,0,0,1,0,0,1,1,0,0,0
U0719,4560754091508636,04/28,812,0,0.07,0,0,0,1,0,0,1,0,0,0,0,1
U0720,3576457938970159,08/31,291,1,0.22,0,1,0,0,0,0,1,0,0,0,1,0
U0721,6011546602416139,01/35,498,1,0.19,0,0,1,0,0,0,0,1,0,0,1,0
U0722,213105973642481,01/26,624,0,0.19,0,0,0,0,1,1,0,0,0,0,1,0
U0723,4630624479513305310,03/30,979,0,0.75,1,0,0,0,1,0,0,1,0,1,0,0
U0724,6586780555572771,11/28,264,0,0.22,0,0,1,0,0,0,1,0,0,1,0,0
U0725,6011917851385442,08/30,702,0,0.13,0,0,0,1,0,0,0,1,0,0,1,0
U0726,3595966048736828,09/31,116,1,0.16,0,0,1,0,0,0,0,1,0,1,0,0
U0727,4194226865365,01/30,5158,0,0.26,0,0,0,1,0,0,0,1,0,1,0,0
U0728,180036774722645,05/25,572,1,1.0,1,0,1,0,0,0,0,1,0,1,0,0
U0729,4696663093299812,01/35,605,1,0.02,0,1,0,0,0,1,0,0,0,0,1,0
U0730,3529715096883276,07/31,327,0,0.22,0,0,0,1,0,0,1,0,0,0,0,1
U0731,3552410397739738,04/28,819,1,0.83,1,0,0,1,0,1,0,0,0,1,0,0
U0732,343710068761642,06/34,980,0,0.74,1,1,0,0,0,0,0,1,0,0,1,0
U0733,38046056876112,10/27,912,0,0.88,1,0,1,0,0,0,0,1,1,0,0,0
U0734,375237341517733,09/29,4757,1,0.02,0,0,0,0,1,1,0,0,0,0,0,1
U0735,3594902284035956,04/30,294,1,0.06,0,0,0,0,1,0,1,0,0,0,0,1
U0736,38422294643038,03/35,290,0,0.75,1,0,1,0,0,1,0,0,0,0,0,1
U0737,4886792529858567280,07/33,760,0,0.98,1,0,0,0,1,1,0,0,0,1,0,0
U0738,4534332491357798,07/25,833,0,0.72,1,0,0,0,1,0,0,1,0,0,0,1
U0739,346158148881070,12/34,334,1,0.96,1,0,1,0,0,0,1,0,0,0,0,1
U0740,3533720948413128,03/34,033,0,0.18,0,0,0,0,1,0,0,1,0,0,1,0
U0741,4718051371717,05/33,189,1,0.88,1,1,0,0,0,0,0,1,1,0,0,0
U0742,4490961739975,04/25,694,1,0.14,0,1,0,0,0,1,0,0,0,0,0,1
U0743,30258784448357,12/29,884,0,0.17,0,1,0,0,0,1,0,0,0,0,1,0
U0744,4127058772216410,11/32,8231,1,0.12,0,0,0,1,0,0,1,0,0,0,0,1
U0745,4484587149396,12/27,2362,0,0.13,0,1,0,0,0,0,0,1,0,1,0,0
U0746,4587964347452450,04/31,574,1,0.25,0,0,0,0,1,1,0,0,1,0,0,0
U0747,6560606527403342,04/30,0566,0,0.23,0,0,1,0,0,0,1,0,0,0,0,1
U0748,343987411325792,04/33,673,1,0.14,0,0,1,0,0,0,1,0,0,1,0,0
U0749,4010548574172156224,05/30,381,1,0.03,0,0,0,1,0,0,0,1,0,1,0,0
U0750,30359848840215,08/30,7325,0,0.03,0,0,0,0,1,0,0,1,0,0,1,0
U0751,30375534490214,04/32,670,0,0.16,0,0,0,0,1,0,0,1,0,1,0,0
U0752,213185096085875,02/30,511,1,0.17,0,1,0,0,0,1,0,0,0,0,1,0
U0753,3581828197931640,03/33,251,0,0.75,1,0,1,0,0,1,0,0,1,0,0,0
U0754,4786069409600357,07/32,439,1,0.09,0,0,0,0,1,0,1,0,0,1,0,0
U0755,4873959232342108,05/34,028,0,0.27,0,0,1,0,0,1,0,0,0,0,1,0
U0756,345533342643354,10/25,716,0,0.14,0,0,0,0,1,0,0,1,1,0,0,0
U0757,675936077634,10/28,911,1,0.07,0,0,0,0,1,0,1,0,0,0,0,1
U0758,4231795563318573,08/29,170,1,0.72,1,1,0,0,0,1,0,0,0,0,1,0
U0759,630466155417,09/32,431,0,0.71,1,0,1,0,0,1,0,0,0,0,1,0
U0760,4704502329028225,04/33,093,0,0.74,1,1,0,0,0,0,0,1,0,0,1,0
U0761,3559626228225125,10/25,346,1,0.98,1,1,0,0,0,1,0,0,0,0,0,1
U0762,4495005070260867,03/34,210,0,0.05,0,0,0,1,0,0,0,1,0,1,0,0
U0763,341611776872907,08/30,742,1,0.22,0,0,0,1,0,1,0,0,1,0,0,0
U0764,379177932382236,09/26,164,1,0.1,0,0,0,0,1,1,0,0,0,0,0,1
U0765,3533424579889421,11/30,529,0,0.79,1,0,1,0,0,1,0,0,0,0,1,0
U0766,3560320203265093,06/33,539,1,0.16,0,0,1,0,0,0,0,1,0,1,0,0
U0767,6537948714855243,02/31,871,0,0.03,0,1,0,0,0,0,1,0,0,0,1,0
U0768,4841560821371182,05/30,547,1,0.88,1,0,0,1,0,0,1,0,0,0,1,0
U0769,6011826832303582,11/27,880,0,0.18,0,0,0,0,1,0,0,1,0,0,0,1
U0770,180083825212937,11/27,963,1,0.94,1,0,1,0,0,0,0,1,0,0,1,0
U0771,4646867752401484393,06/26,622,0,0.0,0,1,0,0,0,0,1,0,1,0,0,0
U0772,30236266933518,02/29,261,0,0.24,0,0,0,0,1,0,1,0,1,0,0,0
U0773,3537245018481975,04/29,741,1,0.8,1,0,1,0,0,1,0,0,0,1,0,0
U0774,180021540641766,04/35,743,1,0.08,0,1,0,0,0,0,1,0,0,0,1,0
U0775,213119953766012,01/30,448,1,0.23,0,1,0,0,0,0,0,1,0,0,1,0
U0776,374510173973963,10/29,789,1,0.12,0,1,0,0,0,1,0,0,0,1,0,0
U0777,3598609191911353,03/35,966,1,0.95,1,0,0,0,1,0,1,0,1,0,0,0
U0778,3557798066039207,11/30,460,0,0.84,1,0,0,0,1,0,0,1,0,0,1,0
U0779,3545553470574231,10/34,565,1,0.94,1,0,0,0,1,0,0,1,1,0,0,0
U0780,4155983541165975,06/28,347,1,0.87,1,0,0,1,0,0,0,1,1,0,0,0
U0781,377522501394884,05/30,826,0,0.87,1,0,0,1,0,0,1,0,1,0,0,0
U0782,3531196425856265,01/27,499,0,0.78,1,1,0,0,0,0,1,0,0,0,0,1
U0783,2273703824073337,02/29,320,0,0.17,0,0,0,0,1,1,0,0,1,0,0,0
U0784,4097768893628969646,06/31,655,1,0.91,1,0,0,1,0,0,0,1,1,0,0,0
U0785,4851253892188,05/33,519,1,0.12,0,0,0,0,1,1,0,0,0,0,1,0
U0786,4837490797793,09/32,208,1,0.25,0,0,0,1,0,1,0,0,0,0,1,0
U0787,30057215149406,08/33,263,0,0.73,1,1,0,0,0,1,0,0,1,0,0,0
U0788,4484539862895095,03/26,591,1,0.15,0,0,0,0,1,0,0,1,0,1,0,0
U0789,2720186233922071,05/27,1169,0,0.1,0,0,0,0,1,0,0,1,0,0,1,0
U0790,3566725214526479,11/26,463,1,0.74,1,1,0,0,0,0,0,1,0,1,0,0
U0791,4157184090805,08/31,208,0,0.22,0,0,0,0,1,0,1,0,1,0,0,0
U0792,501856409955,06/26,397,0,0.09,0,1,0,0,0,0,0,1,1,0,0,0
U0793,4512959272827098,12/25,144,1,0.84,1,1,0,0,0,1,0,0,0,0,1,0
U0794,2282982173929575,08/34,718,0,0.87,1,0,0,1,0,0,0,1,0,1,0,0
U0795,2273523736050797,12/26,158,1,0.76,1,0,0,1,0,0,1,0,0,0,1,0
U0796,3583452734666615,08/33,715,1,0.2,0,0,0,1,0,1,0,0,0,1,0,0
U0797,180096474080314,07/30,982,1,0.03,0,1,0,0,0,1,0,0,0,0,1,0
U0798,4080046358068821,12/33,0317,1,0.78,1,0,0,1,0,0,0,1,0,1,0,0
U0799,4513739900631404,05/29,526,0,0.72,1,0,0,1,0,0,0,1,0,0,0,1
U0800,4602293946942,10/28,460,0,0.04,0,0,0,0,1,0,0,1,1,0,0,0
U0801,6564374906072313,03/27,271,0,0.12,0,1,0,0,0,0,1,0,0,0,0,1
U0802,4246484494116314,09/34,328,0,0.21,0,0,0,0,1,0,0,1,0,0,1,0
U0803,675971130629,09/26,136,1,0.1,0,0,1,0,0,0,0,1,1,0,0,0
U0804,3572790833509027,02/31,257,1,0.17,0,1,0,0,0,0,0,1,0,0,0,1
U0805,4662481323577,09/25,139,0,0.14,0,0,0,0,1,0,1,0,0,1,0,0
U0806,180082285011680,05/34,925,0,0.74,1,0,0,1,0,0,1,0,0,0,0,1
U0807,342130609069135,11/25,810,0,0.21,0,0,0,1,0,0,1,0,0,0,0,1
U0808,4964967379457720,01/33,532,1,0.71,1,0,0,0,1,1,0,0,0,0,1,0
U0809,4642506420768362539,03/32,677,1,0.14,0,0,1,0,0,0,1,0,0,0,1,0
U0810,36755562833332,12/34,957,0,0.85,1,0,0,0,1,0,0,1,1,0,0,0
U0811,180054362718743,04/32,335,1,0.87,1,1,0,0,0,0,1,0,0,0,0,1
U0812,213168627036922,12/29,926,1,0.18,0,0,1,0,0,0,0,1,0,1,0,0
U0813,3526573275998016,05/26,000,0,0.29,0,0,0,0,1,1,0,0,0,0,1,0
U0814,345532341595979,05/33,2441,0,0.24,0,0,0,0,1,0,1,0,0,0,1,0
U0815,213122618962885,04/33,431,0,0.75,1,1,0,0,0,0,0,1,0,0,0,1
U0816,4710267672095799,01/35,707,0,0.18,0,0,0,0,1,0,1,0,1,0,0,0
U0817,4515122946213545,09/26,9709,1,0.75,1,0,0,0,1,1,0,0,1,0,0,0
U0818,3525438480752031,07/30,765,1,0.8,1,1,0,0,0,1,0,0,0,1,0,0
U0819,577158029097,08/25,637,0,0.97,1,1,0,0,0,1,0,0,0,1,0,0
U0820,6504655866525487,07/28,441,1,0.86,1,0,0,0,1,0,0,1,0,0,0,1
U0821,30158102131257,05/26,931,0,0.76,1,0,0,1,0,0,1,0,0,0,1,0
U0822,5105912975191023,09/28,121,1,0.22,0,0,0,1,0,1,0,0,1,0,0,0
U0823,3506330165837372,06/28,490,1,0.25,0,0,0,1,0,1,0,0,0,0,1,0
U0824,30280123428932,05/27,132,0,0.7,1,0,0,1,0,1,0,0,0,0,1,0
U0825,342694968436458,05/29,044,0,0.77,1,0,0,0,1,0,0,1,0,0,1,0
U0826,4017509617015956,06/26,457,1,0.82,1,0,0,0,1,0,0,1,0,1,0,0
U0827,375747583392058,04/32,756,0,0.14,0,0,1,0,0,0,0,1,0,0,0,1
U0828,38722660256269,07/31,622,1,0.25,0,0,1,0,0,0,1,0,0,1,0,0
U0829,3531067245307625,06/30,433,0,0.7,1,1,0,0,0,1,0,0,0,0,0,1
U0830,38662705115791,03/30,387,1,0.29,0,0,1,0,0,1,0,0,0,1,0,0
U0831,4704254969192,07/27,455,1,0.26,0,0,0,0,1,0,0,1,0,1,0,0
U0832,3559710756335355,05/33,859,1,0.85,1,0,0,0,1,0,1,0,0,0,1,0
U0833,342593993379701,08/30,162,0,0.76,1,1,0,0,0,0,0,1,0,0,0,1
U0834,3518779417634258,04/26,330,0,0.21,0,0,0,1,0,0,1,0,0,0,1,0
U0835,379782457598338,05/27,038,0,0.29,0,0,0,0,1,0,0,1,0,0,1,0
U0836,180036604432407,10/25,615,0,0.17,0,1,0,0,0,1,0,0,0,0,1,0
U0837,30276829751478,12/29,974,1,0.86,1,1,0,0,0,1,0,0,0,0,0,1
U0838,4501058752568067,10/30,259,0,0.21,0,0,0,1,0,0,0,1,1,0,0,0
U0839,676345990805,07/27,112,1,0.86,1,1,0,0,0,0,1,0,0,0,0,1
U0840,4823155516517686,05/26,662,1,0.87,1,0,0,1,0,0,1,0,0,0,1,0
U0841,213137214330808,03/26,370,1,0.09,0,1,0,0,0,0,0,1,0,0,1,0
U0842,563228556608,12/33,706,1,0.02,0,0,0,0,1,0,0,1,0,1,0,0
U0843,213103903397052,09/26,582,0,0.2,0,0,0,1,0,0,0,1,1,0,0,0
U0844,6011280944858622,09/28,453,1,0.85,1,0,1,0,0,0,0,1,1,0,0,0
U0845,376147079863218,01/26,133,1,0.78,1,0,0,1,0,0,1,0,0,0,1,0
U0846,3539457039438045,07/25,253,0,0.22,0,0,1,0,0,0,0,1,0,1,0,0
U0847,36576927789435,08/26,100,1,0.11,0,0,1,0,0,0,1,0,0,1,0,0
U0848,3504047692105337,07/32,514,1,0.75,1,1,0,0,0,0,1,0,1,0,0,0
U0849,6011401424731077,04/28,113,0,0.88,1,0,1,0,0,0,1,0,0,0,0,1
U0850,30440971231669,10/25,767,1,0.77,1,0,0,0,1,0,0,1,0,1,0,0
U0851,6011090144734048,07/28,700,0,0.17,0,0,0,1,0,1,0,0,0,0,1,0
U0852,3587304519577820,08/31,588,0,0.72,1,0,0,0,1,0,1,0,0,0,0,1
U0853,4562965754278659,08/32,942,1,0.84,1,0,1,0,0,0,1,0,0,0,0,1
U0854,377782058295823,01/35,361,1,0.08,0,0,0,0,1,1,0,0,0,0,1,0
U0855,6011880819048231,12/30,155,1,0.11,0,0,0,1,0,0,0,1,1,0,0,0
U0856,180086395613723,07/28,081,0,0.28,0,0,0,1,0,0,1,0,0,0,1,0
U0857,30214364381302,07/25,413,1,0.78,1,1,0,0,0,0,1,0,0,0,0,1
U0858,4147165609456535,06/30,997,1,0.23,0,0,1,0,0,0,0,1,0,1,0,0
U0859,4707550476816998,04/31,706,1,0.9,1,0,1,0,0,0,1,0,1,0,0,0
U0860,675917481136,11/26,653,0,0.95,1,1,0,0,0,0,1,0,1,0,0,0
U0861,3505487396102900,11/33,182,0,0.91,1,0,0,1,0,1,0,0,0,0,1,0
U0862,30496804918724,12/32,204,1,0.76,1,1,0,0,0,0,0,1,1,0,0,0
U0863,3561213773062603,06/30,359,0,0.98,1,0,1,0,0,0,0,1,1,0,0,0
U0864,30371122299075,09/33,6085,0,0.73,1,0,1,0,0,0,1,0,0,1,0,0
U0865,4670468611145764,12/33,210,0,0.21,0,0,0,1,0,0,1,0,0,0,0,1
U0866,4923785847129618,10/34,332,0,0.19,0,0,0,1,0,0,1,0,0,0,1,0
U0867,4605080184980425372,12/28,777,1,0.75,1,1,0,0,0,0,1,0,1,0,0,0
U0868,4268812282175,01/34,923,1,0.82,1,1,0,0,0,0,1,0,0,0,1,0
U0869,4534606056035679,02/29,279,0,0.83,1,0,0,0,1,1,0,0,0,0,0,1
U0870,180023984716906,05/32,812,0,0.89,1,1,0,0,0,1,0,0,0,0,0,1
U0871,4546475489547874,11/31,989,0,0.18,0,1,0,0,0,0,1,0,0,0,1,0
U0872,3575175889144449,01/34,553,0,0.71,1,1,0,0,0,0,0,1,0,0,1,0
U0873,3554358644963924,04/30,588,1,0.01,0,0,0,0,1,1,0,0,1,0,0,0
U0874,347982143395276,09/31,674,0,0.9,1,0,0,1,0,1,0,0,0,0,1,0
U0875,3585249141686014,07/28,778,1,0.87,1,0,0,0,1,0,1,0,0,0,0,1
U0876,3589634067917665,08/30,221,1,0.95,1,1,0,0,0,0,0,1,0,1,0,0
U0877,340141884216301,12/34,015,0,0.82,1,0,0,0,1,1,0,0,0,0,1,0
U0878,3546333999485329,09/25,953,1,0.9,1,0,0,0,1,1,0,0,1,0,0,0
U0879,4389021994711363,01/29,792,1,0.86,1,0,0,1,0,1,0,0,0,0,0,1
U0880,4410346996733112,04/32,772,1,0.89,1,0,1,0,0,0,0,1,1,0,0,0
U0881,3596084376855076,12/33,679,1,0.2,0,0,0,1,0,0,0,1,0,0,0,1
U0882,4219626335568,12/29,436,0,0.89,1,0,0,1,0,0,1,0,1,0,0,0
U0883,3509317069556072,09/32,761,1,0.92,1,0,1,0,0,1,0,0,0,1,0,0
U0884,6553454722398986,08/28,650,0,0.22,0,0,1,0,0,0,1,0,0,0,0,1
U0885,4219804184721,04/30,642,0,0.24,0,0,0,1,0,0,1,0,0,0,0,1
U0886,4428131909243,08/34,623,0,0.01,0,1,0,0,0,0,1,0,1,0,0,0
U0887,639039111427,05/34,785,1,0.04,0,0,0,0,1,0,0,1,0,1,0,0
